α,κ,δ,β,NE_found
0.7398,0.0944,0.4922,8.653812713866106,true
0.6427,0.7549,0.5625,1.6176912849017004,true
0.1559,0.2591,0.8196,1.3840306459807514,true
0.6177,0.1538,0.5852,21.628242850934082,false
0.7671,0.9495,0.5172,18.821503135184646,true
0.2089,0.1382,0.0342,25.028120181337815,true
0.1041,0.9965,0.2193,6.092143559470959,true
0.2258,0.3386,0.9335,29.5475254727849,true
0.6791,0.0664,0.6577,5.387061176744107,true
0.2893,0.4979,0.5217,21.327557162026903,true
0.9941,0.4348,0.231,23.87901405039164,true
0.0488,0.0154,0.0068,7.629329769827446,true
0.3483,0.2487,0.4679,6.6392566040547845,true
0.1586,0.4171,0.643,2.2979099674414796,true
0.758,0.6302,0.3859,1.3675215310276052,true
0.0392,0.2528,0.8851,5.227849457923889,false
0.6868,0.1599,0.3075,4.132985387682014,true
0.3602,0.7491,0.6999,45.01519052366997,true
0.7259,0.8823,0.951,6.6392566040547845,true
0.9402,0.027,0.0818,2.9066464675754413,true
0.1383,0.9977,0.1057,5.971511034587729,true
0.7255,0.2628,0.2495,17.047439218735846,true
0.0177,0.8511,0.9156,3.4798876194379944,true
0.6428,0.6321,0.0925,4.659928012235036,true
0.6757,0.0376,0.4728,15.705327719801726,true
0.8944,0.507,0.3096,7.170676488346613,true
0.6618,0.8552,0.9122,22.30921897527583,true
0.4709,0.7876,0.776,14.041258060049913,false
0.8648,0.8432,0.6841,29.136742307757544,true
0.0462,0.6285,0.7679,6.586354442015068,true
0.4715,0.1748,0.5479,1.8184782045990513,true
0.7746,0.4261,0.3573,4.850103282095144,true
0.7953,0.9108,0.2673,1.6887692344784637,true
0.814,0.3285,0.4475,14.353588778031469,false
0.0493,0.2062,0.484,8.908447643635347,true
0.2142,0.2952,0.489,12.832743621520605,false
0.1855,0.7335,0.1146,22.646379643175397,true
0.0792,0.4371,0.1348,3.8343502725130776,true
0.2886,0.7715,0.4956,1.2214027581601699,true
0.0105,0.0606,0.5613,20.6972325893895,true
0.4649,0.4148,0.4306,2.161927100281878,true
0.0218,0.8315,0.318,24.95314833479249,false
0.7085,0.4203,0.5674,37.3749240648841,false
0.5519,0.2609,0.6598,9.631124601110287,false
0.8689,0.5837,0.3819,28.58837023535854,true
0.2044,0.2699,0.6447,2.2956132060461325,true
0.3923,0.4097,0.2503,1.1629966580818203,true
0.5232,0.0529,0.9255,33.08235305894174,false
0.9403,0.1593,0.3321,50.957910108846086,false
0.8698,0.3465,0.3665,40.894680767231186,false
0.1028,0.2255,0.281,52.195693944431675,true
0.4947,0.3675,0.1637,1.0725081812542165,true
0.2019,0.8098,0.5221,3.8458705951743677,true
0.4247,0.9026,0.2134,3.3838022389171902,true
0.68,0.6905,0.0841,3.0771381716642967,true
0.0597,0.1995,0.4415,43.4234665979517,true
0.6252,0.371,0.1934,7.286330073576036,true
0.8164,0.554,0.2981,26.049537142518336,false
0.4717,0.3762,0.7141,1.9957102459664608,true
0.5313,0.2832,0.4331,5.3334590224321,false
0.5495,0.0825,0.1909,20.470810634740232,true
0.3386,0.7815,0.5566,1.2361478850785035,true
0.6877,0.2257,0.3316,1.6586433347503051,true
0.5395,0.5911,0.8936,25.45723536904171,true
0.7798,0.2327,0.12,11.576764164746615,true
0.7021,0.2793,0.5453,8.576277829779462,true
0.4463,0.032,0.7314,27.139765120417913,true
0.3017,0.1901,0.7991,1.1468281485203982,true
0.8348,0.2495,0.6557,6.875744990937191,true
0.2704,0.9777,0.8851,42.90549901984097,false
0.1104,0.7619,0.4673,19.865806748600953,true
0.5476,0.1974,0.0354,4.943136259010431,true
0.6522,0.0907,0.5705,49.00880618379953,false
0.1519,0.8372,0.5258,49.45187626409605,true
0.3105,0.1054,0.6711,1.2104594520812995,true
0.7958,0.3718,0.7543,29.22428378123494,true
0.7995,0.0857,0.4947,47.9903524460855,true
0.7183,0.7521,0.9969,1.0181629763897937,false
0.7019,0.2498,0.3832,3.363560212289613,true
0.7615,0.1407,0.0244,1.4477346146633245,true
0.098,0.7658,0.423,35.44563095117973,false
0.237,0.2945,0.7198,7.021662406181339,true
0.719,0.9278,0.7318,5.59011578593555,true
0.5666,0.2235,0.957,3.8266892355586846,true
0.7163,0.0821,0.9965,5.1913822956936855,false
0.4731,0.7826,0.7241,2.070934593854598,true
0.567,0.4194,0.1742,54.00086149240104,false
0.3336,0.7508,0.2912,8.264754274681641,true
0.5868,0.6243,0.8244,15.974600625781264,true
0.7236,0.666,0.2587,2.2344609202967267,true
0.7304,0.5438,0.9261,1.7914045912584664,true
0.3093,0.5431,0.6822,1.5449630589513383,true
0.7855,0.404,0.5114,43.7284972257941,false
0.4864,0.9249,0.5483,8.133570475257905,true
0.223,0.4861,0.8601,2.4400047841002204,true
0.1756,0.1338,0.0627,9.776680409528904,true
0.2429,0.9118,0.724,11.358882080001457,false
0.8845,0.5645,0.0122,14.353588778031469,false
0.0655,0.5463,0.4185,7.099327065156633,true
0.4905,0.6431,0.8632,11.989125133136804,true
0.6962,0.3195,0.3725,2.723723832305809,true
0.1424,0.0243,0.924,43.25011965657185,true
0.0924,0.7131,0.1461,45.55862690703324,true
0.4292,0.3952,0.5785,1.482900548674753,true
0.889,0.3398,0.4087,21.563455352219975,true
0.5661,0.548,0.7047,1.3191663710349588,true
0.3635,0.8043,0.1,4.254596806686198,true
0.2792,0.7756,0.6142,36.41569998787906,true
0.036,0.5691,0.9194,9.41213674921095,false
0.011,0.4697,0.757,12.781515172237668,false
0.7804,0.5445,0.7671,5.139727178779908,false
0.658,0.9373,0.3196,33.85206493470261,false
0.4402,0.5634,0.438,16.39538675774879,false
0.547,0.5917,0.8694,20.55285786233811,true
0.6402,0.4975,0.4642,8.66247085492899,false
0.9454,0.0402,0.9835,2.499273275960652,true
0.0296,0.9072,0.4711,21.88934524629624,true
0.7076,0.8308,0.7767,2.0137527074704766,true
0.7366,0.7127,0.2342,5.007816541301046,true
0.3096,0.0228,0.2173,5.9357892409265025,true
0.0628,0.0126,0.9766,3.6546487962220517,false
0.8842,0.3449,0.5814,1.9719048411081859,true
0.5569,0.0634,0.3607,15.409743435929318,true
0.3067,0.3229,0.3682,1.9659979912897259,true
0.5696,0.8684,0.1478,1.3139002448247392,true
0.0089,0.7483,0.2466,16.860944986089034,true
0.7839,0.001,0.9431,1.5219615556186337,true
0.4634,0.1554,0.3437,39.2519058603045,false
0.5295,0.531,0.6254,26.708984314886784,true
0.8737,0.04,0.3516,4.275923061928054,true
0.0238,0.7354,0.762,5.186193508224125,false
0.593,0.4298,0.6764,1.0660923987615052,true
0.7427,0.2988,0.7532,27.660350558516747,false
0.5717,0.7715,0.5544,3.8305178387768017,true
0.1999,0.0069,0.9298,1.5265342959664567,true
0.5291,0.4874,0.6669,38.28277285155798,true
0.353,0.6821,0.5437,10.697392284111054,false
0.9486,0.8076,0.2143,2.4400047841002204,true
0.6831,0.7593,0.3534,25.35560981417598,false
0.4857,0.3855,0.9486,4.535793315403129,true
0.9743,0.7299,0.5536,1.3231298123374369,true
0.4096,0.4551,0.2113,7.330179470660634,true
0.9402,0.8302,0.2238,8.49094243955983,true
0.5423,0.1071,0.2228,3.6692966676192444,true
0.136,0.7315,0.0876,4.11237203706461,true
0.1042,0.0702,0.8801,1.0387312328784977,true
0.2429,0.2819,0.2764,2.7210014698815783,true
0.8428,0.3249,0.1278,30.174584584129533,true
0.1885,0.652,0.9272,4.047097671906688,true
0.0097,0.2678,0.3363,13.450281026592313,false
0.5586,0.9503,0.1302,5.408652575459991,true
0.5862,0.8886,0.7757,5.317482621947829,true
0.7425,0.1925,0.5599,1.6225516456522613,true
0.2465,0.1437,0.0267,2.2818807653293036,true
0.2077,0.6786,0.0407,3.1236431596841543,true
0.5131,0.3935,0.6331,1.3310924552522916,true
0.3516,0.6395,0.4425,1.456447133771086,true
0.8545,0.2835,0.0818,3.7772642340728892,true
0.3703,0.0691,0.3761,8.149853894199554,true
0.2592,0.6657,0.2658,22.44347665940707,true
0.3194,0.3888,0.8784,13.463738035001692,false
0.1299,0.1309,0.1372,1.6736385017975295,true
0.1227,0.205,0.2239,3.9669597687457934,true
0.5377,0.764,0.1813,1.8076000026120045,true
0.341,0.2924,0.2452,11.34752887546982,true
0.1422,0.0666,0.9914,28.190921683564543,true
0.0838,0.9713,0.6698,38.70620797648331,false
0.3892,0.1417,0.2697,29.3414150226678,true
0.1176,0.2805,0.4313,1.4148167253704287,true
0.9827,0.1723,0.3571,1.647073373515345,true
0.0536,0.6719,0.8026,7.721433242663369,true
0.6166,0.1468,0.054,20.105632506227742,true
0.8211,0.5027,0.8468,25.533721747351528,false
0.7408,0.929,0.231,5.058145934267982,true
0.6727,0.7176,0.552,1.0714362091483463,false
0.906,0.2933,0.7079,19.766725624088156,false
0.3052,0.5975,0.3276,33.21494748323357,false
0.0049,0.4503,0.7502,40.69071769599601,false
0.8163,0.3996,0.6473,8.012477386779517,false
0.7403,0.6547,0.9169,1.151424647984744,true
0.3769,0.9097,0.311,7.235503862340522,true
0.7432,0.2026,0.9447,3.158192909689767,true
0.1934,0.9378,0.6799,14.746414964656864,false
0.5327,0.507,0.7917,2.7926752293958894,true
0.1486,0.707,0.7053,19.31727937946127,true
0.6112,0.4944,0.9429,45.51309105184846,false
0.7266,0.0204,0.1418,20.267122665635263,false
0.9302,0.0608,0.0702,52.14352433963712,false
0.4499,0.4665,0.0255,5.567799984149774,true
0.5786,0.6097,0.7329,3.6840032478413973,false
0.1864,0.3796,0.4417,6.481811345954512,true
0.8832,0.9874,0.1159,12.30493006051041,true
0.1034,0.6439,0.5785,33.28144385240375,false
0.1902,0.9302,0.7867,49.550878986345595,true
0.1471,0.9695,0.1918,33.41483623472154,true
0.3451,0.2285,0.0579,6.83461403724543,true
0.5345,0.4362,0.6711,4.982839952102077,true
0.4976,0.7582,0.8393,1.7332530178673953,true
0.2197,0.5623,0.9984,5.806627862258385,false
0.3763,0.7773,0.6466,2.8263892114742966,true
0.158,0.6522,0.8512,1.3993390248109305,true
0.3224,0.648,0.1573,2.8207420820631355,true
0.5446,0.3985,0.2846,14.790720634826844,true
0.2335,0.7789,0.2103,38.59026335644237,true
0.5076,0.0816,0.4447,1.0418521055454795,true
0.064,0.4708,0.5425,1.3204861972090953,true
0.4519,0.0122,0.3559,1.894585346350085,true
0.0899,0.8956,0.8632,47.181411930772455,false
0.8124,0.4375,0.9579,7.6446036982041665,true
0.8805,0.5159,0.8234,2.590886253503134,true
0.6365,0.0356,0.1958,52.40489484307223,true
0.3336,0.5194,0.2235,32.983254721594676,true
0.8569,0.3936,0.101,1.191246216612358,true
0.4246,0.5232,0.2106,2.2956132060461325,true
0.0901,0.8285,0.6151,4.725625815971862,true
0.3678,0.7489,0.7371,6.302837948606499,true
0.4476,0.9583,0.7175,13.680890430158307,true
0.6817,0.657,0.8788,1.3688897365473756,true
0.6925,0.3131,0.5365,40.487771894822544,true
0.043,0.8979,0.1978,2.236696498819987,true
0.4888,0.713,0.5831,21.78017168142178,true
0.8,0.9166,0.5587,38.744933544016426,false
0.9935,0.5287,0.0776,5.042994235377287,true
0.5826,0.6666,0.548,5.435763559315738,false
0.4502,0.1483,0.3158,8.908447643635347,true
0.7025,0.1056,0.2309,6.141076177444939,true
0.8467,0.7454,0.0799,1.6421395578187052,true
0.2095,0.8012,0.5219,41.888025563102715,true
0.6881,0.7929,0.9966,37.637466359322,true
0.5806,0.0162,0.0873,42.94842597876301,true
0.8619,0.9212,0.9249,1.9817890552569948,true
0.1075,0.5913,0.301,3.4280788423852466,true
0.4865,0.1995,0.9868,11.100609314389992,false
0.5976,0.1402,0.8167,21.977077975763418,true
0.8015,0.7233,0.9147,2.5370449544725853,false
0.4374,0.1047,0.2153,8.44859368746879,true
0.571,0.6668,0.2319,1.028395684421425,true
0.634,0.5858,0.1232,4.454879445220217,true
0.8968,0.7463,0.4343,11.49600978566695,false
0.4127,0.7097,0.1053,8.182518595626282,true
0.526,0.6665,0.2471,2.93292435891914,true
0.1015,0.0714,0.1642,2.8179227498821073,true
0.6403,0.8654,0.6274,22.24239160951915,false
0.6784,0.8442,0.2623,5.4739473917272,true
0.7831,0.949,0.8901,2.6458701753619405,false
0.6261,0.0774,0.6896,19.945429114163357,true
0.6337,0.9609,0.9405,11.324856497654157,true
0.426,0.1276,0.8458,15.241165138597164,false
0.3669,0.8311,0.9516,8.347816436051781,true
0.118,0.0042,0.2194,3.5501860124931586,true
0.9691,0.3835,0.6073,2.198994037259884,true
0.5344,0.0968,0.3915,42.05591321681241,false
0.6775,0.8116,0.2382,1.3417839036669714,true
0.9398,0.0524,0.2294,8.052640096816228,true
0.3761,0.3906,0.5384,27.966294018768146,false
0.4318,0.32,0.62,1.6669573190640476,true
0.4438,0.9686,0.7593,1.6904588483790914,true
0.5004,0.0702,0.8423,16.329936199102473,false
0.2581,0.2344,0.9594,54.0548893633266,false
0.9197,0.8733,0.9629,1.5840739849944818,true
0.441,0.5057,0.3211,2.6564748512756515,true
0.6107,0.7609,0.2837,5.618136357919019,true
0.1679,0.8728,0.5059,38.35941501387602,false
0.0053,0.8009,0.7815,27.743456206334802,true
0.1387,0.0063,0.8969,27.632704033524607,true
0.0752,0.1842,0.4702,18.101593987464394,false
0.4642,0.2563,0.1801,2.499273275960652,true
0.9121,0.1317,0.5825,4.384168569593948,true
0.6305,0.7238,0.8983,2.590886253503134,false
0.7954,0.8882,0.8824,53.89296769917407,false
0.6149,0.3106,0.0483,3.049568179182683,true
0.2299,0.7463,0.4405,4.079604306451588,true
0.4578,0.411,0.7175,3.7359420163603616,false
0.7608,0.1354,0.6448,29.93415092440687,false
0.234,0.1164,0.2742,10.538128861695476,true
0.6137,0.8273,0.9416,4.124727677369532,true
0.4036,0.8877,0.7186,7.007633115336252,true
0.0494,0.814,0.0512,19.530942445064596,false
0.114,0.8416,0.3044,2.3773822799620654,true
0.209,0.3218,0.9916,1.6603028076832325,true
0.7945,0.7698,0.365,6.202795019104865,true
0.1743,0.9639,0.226,2.140415566211894,true
0.1882,0.4004,0.3273,1.3152148022387244,true
0.8346,0.4182,0.499,20.655879491093387,false
0.4422,0.2772,0.9636,2.464527239866597,true
0.9696,0.9257,0.2139,28.16274485264451,true
0.6704,0.2425,0.1942,49.94887588317583,true
0.8575,0.6316,0.6909,44.167975929252904,true
0.4875,0.2967,0.0592,4.618176822299781,true
0.941,0.9901,0.0472,1.9798082567660498,true
0.7409,0.7293,0.0226,15.595774310040003,false
0.5397,0.1777,0.5016,1.1571961880507962,true
0.6889,0.5648,0.3974,8.076834290251188,false
0.2587,0.1813,0.671,3.1267683651861553,true
0.5093,0.3475,0.6543,8.584858397177893,false
0.563,0.0224,0.0569,4.267379761951941,true
0.0392,0.9953,0.1351,4.967913832619582,true
0.8937,0.837,0.1612,4.972884231237312,true
0.9441,0.6305,0.732,18.047370581278827,false
0.6357,0.3679,0.6014,2.4133118119753973,true
0.309,0.056,0.5344,4.490661417835456,false
0.8938,0.4274,0.5399,1.1173949068544582,true
0.6527,0.8685,0.8663,32.6877372524517,true
0.4398,0.1109,0.6668,21.955111882664713,true
0.5547,0.72,0.7274,8.576277829779462,false
0.4562,0.4602,0.6295,42.52108200006278,true
0.2332,0.5303,0.7351,26.101688350627754,false
0.5533,0.1274,0.0178,32.6877372524517,false
0.6085,0.987,0.0758,1.5449630589513383,true
0.4193,0.7843,0.5856,1.6193097853019272,true
0.1724,0.9964,0.5862,27.966294018768146,true
0.8366,0.735,0.3302,6.141076177444939,true
0.1815,0.5894,0.8783,22.44347665940707,false
0.9948,0.0617,0.0576,3.7848263221083744,true
0.8604,0.4663,0.1989,6.7733784842381795,true
0.9875,0.5154,0.6447,4.195447462901874,false
0.1941,0.9332,0.7614,3.4694636004262107,false
0.6028,0.0002,0.1251,1.5558157404341075,true
0.359,0.092,0.7387,4.928329072119125,true
0.4376,0.8231,0.8885,49.7992538008663,false
0.1895,0.965,0.522,1.2349123550613943,true
0.8344,0.8593,0.4476,54.00086149240104,false
0.4771,0.9962,0.3269,38.822500952657286,false
0.7669,0.6114,0.1681,12.280344793851139,true
0.653,0.7576,0.0519,12.085422811327593,true
0.8062,0.9204,0.3733,4.859813195335938,true
0.6417,0.3296,0.4364,9.737651797153674,true
0.7075,0.3936,0.4336,7.706005808754427,false
0.0329,0.8954,0.4743,2.8921495078388926,true
0.9309,0.6303,0.1949,1.003004504503377,true
0.2579,0.4615,0.6384,17.61938999720782,false
0.6297,0.4412,0.0474,18.57840714197537,false
0.1881,0.3691,0.4649,2.7291767310515334,true
0.471,0.082,0.2664,33.750660921970606,true
0.6663,0.3549,0.5032,17.150031322583683,true
0.077,0.1673,0.302,3.151882836047388,true
0.1914,0.3068,0.305,39.09521183384152,false
0.9844,0.9011,0.7746,5.129457997027161,false
0.5553,0.1979,0.4292,28.645604190706614,true
0.7475,0.9329,0.8375,1.1468281485203982,true
0.8763,0.0411,0.3868,23.453037091431014,true
0.4801,0.3038,0.641,3.9908330756591304,true
0.3359,0.5365,0.8031,6.944847376924241,true
0.355,0.2908,0.4684,9.855207542526195,false
0.4478,0.3678,0.904,8.550587550976035,true
0.7018,0.0959,0.108,51.26457664912091,true
0.5173,0.7886,0.0784,31.031412565528075,false
0.4635,0.2643,0.6514,40.205347131464045,true
0.6434,0.6155,0.5123,19.806298635156402,true
0.2611,0.923,0.0163,7.448405629313134,false
0.9639,0.3891,0.4196,3.061790881006129,true
0.1211,0.5111,0.7831,3.5360136321004734,true
0.6379,0.3193,0.9911,18.047370581278827,true
0.4423,0.6041,0.6216,2.688544583045722,true
0.469,0.3873,0.6805,3.7546685036468803,false
0.8392,0.9113,0.8968,2.9653646212045013,false
0.9263,0.7481,0.5299,22.153599745198836,false
0.0698,0.033,0.7008,26.20630419623372,false
0.3488,0.9728,0.6611,3.8458705951743677,true
0.1788,0.2854,0.1219,26.762455737114973,false
0.5277,0.213,0.611,6.855148665899178,true
0.5997,0.3421,0.0746,12.603820723302071,false
0.3011,0.549,0.4217,15.942683352442135,true
0.6302,0.5693,0.1579,17.760910444198522,true
0.0849,0.309,0.4541,4.923403206390359,true
0.9623,0.2447,0.1501,3.578701410101579,true
0.6771,0.5444,0.4837,1.9601088354664578,true
0.4555,0.9906,0.5689,29.312088273463633,true
0.7172,0.7256,0.3908,27.303093205411436,true
0.1445,0.41,0.9501,13.026685705069601,true
0.1815,0.1899,0.654,4.744566174699399,false
0.8535,0.8956,0.3739,42.86261496642151,true
0.2682,0.5283,0.2578,2.0017063663879027,true
0.6909,0.9352,0.3983,49.749479438394545,false
0.8053,0.1555,0.3333,20.738668476643575,true
0.2655,0.8247,0.916,1.8257666846595977,true
0.4709,0.5793,0.6455,2.7593633973762812,true
0.4197,0.3693,0.3388,14.353588778031469,true
0.0234,0.1232,0.3624,38.206283820382374,false
0.0558,0.4984,0.2764,3.296957257673667,true
0.1575,0.78,0.7107,6.043600840764243,false
0.719,0.2222,0.5795,2.4546888208630264,true
0.5053,0.6822,0.698,16.119020948027543,true
0.698,0.4718,0.1431,1.2737941928161949,true
0.0159,0.2772,0.4157,1.4549914146182013,true
0.8516,0.7491,0.3626,29.195074104726103,false
0.3733,0.5225,0.0015,41.181947794190094,true
0.939,0.1425,0.0466,3.2837957691686293,true
0.1179,0.7518,0.1885,8.372897488127265,true
0.4807,0.2036,0.3723,8.576277829779462,true
0.731,0.707,0.1578,7.40384899909771,true
0.0724,0.5929,0.6569,5.4575501577009815,true
0.615,0.7584,0.8929,18.65286959616841,false
0.9863,0.4671,0.5076,9.421553593597615,false
0.6955,0.9041,0.1945,1.4477346146633245,true
0.246,0.9152,0.6525,22.33153935257972,false
0.5625,0.8624,0.083,4.816271109871186,true
0.1324,0.6885,0.1232,2.8519415273209767,true
0.877,0.4712,0.3351,11.953211654889868,true
0.6917,0.6124,0.081,1.7771305269140383,true
0.0201,0.7088,0.7997,5.540030465877844,true
0.4539,0.9474,0.6916,1.1073834717279334,true
0.3064,0.5414,0.3018,14.954316690526053,true
0.4773,0.5956,0.872,1.6586433347503051,true
0.9872,0.2698,0.1838,40.85380652699027,false
0.1433,0.5065,0.0912,25.919614533999034,false
0.6325,0.1692,0.2357,3.822864459030121,true
0.544,0.0555,0.9252,17.867796243604733,true
0.2112,0.6939,0.1211,1.8112188202285726,true
0.4862,0.0723,0.6418,1.1229958721332547,true
0.1088,0.5901,0.0656,14.894618898944145,false
0.6976,0.646,0.4914,6.4494831769974565,false
0.372,0.2493,0.0204,1.3785055808937539,true
0.2824,0.8013,0.5675,2.6804910356578264,true
0.9673,0.3303,0.4002,54.5435791730887,true
0.3492,0.689,0.5452,8.732048561514057,true
0.8202,0.9282,0.272,32.20108024599797,true
0.6197,0.9275,0.5208,7.021662406181339,true
0.8868,0.2157,0.8142,8.406456150659968,false
0.085,0.1041,0.6734,1.2092495976572515,true
0.6038,0.0539,0.6146,6.896403197726534,false
0.8223,0.4242,0.1645,4.120605011368718,true
0.0019,0.8718,0.9748,25.945547112661313,true
0.582,0.9093,0.4722,1.6096230159584368,true
0.6949,0.9525,0.5273,4.816271109871186,false
0.7843,0.74,0.3527,7.8068378726359,true
0.4605,0.1829,0.2965,1.1735108709918103,true
0.0576,0.9378,0.2179,7.583690844899954,true
0.045,0.1537,0.0374,1.3895778555876106,true
0.0945,0.3126,0.21,32.5572474570191,true
0.8176,0.9181,0.7115,1.46521208513296,true
0.9977,0.6022,0.9561,19.925493654440345,true
0.8159,0.0856,0.5806,19.648480360868867,false
0.2239,0.6637,0.2406,38.206283820382374,true
0.7288,0.9359,0.7445,5.841572358085994,true
0.204,0.5815,0.6866,10.815713171047888,false
0.538,0.9504,0.0462,6.592944090732304,false
0.3113,0.018,0.4431,39.212673573856776,false
0.7925,0.1568,0.5513,3.939288014497347,true
0.089,0.1751,0.3512,21.284944674394637,false
0.428,0.0733,0.7354,7.440960946645546,true
0.045,0.4805,0.3913,4.659928012235036,true
0.0895,0.3908,0.8558,1.3218073438695392,true
0.1241,0.9657,0.1109,3.070990045496511,true
0.8181,0.0685,0.3269,21.306240265089755,false
0.7291,0.1066,0.9201,22.1757644254371,true
0.6777,0.5194,0.1053,1.4918246976412703,true
0.6845,0.5099,0.9756,1.4247551864798884,true
0.8463,0.9853,0.1751,4.801843948104592,true
0.3304,0.0512,0.7108,3.41781001679809,false
0.8713,0.6529,0.6455,11.588346719223392,true
0.3686,0.4577,0.6332,4.923403206390359,false
0.7754,0.8554,0.2785,12.81991729213264,true
0.9474,0.0424,0.5486,28.760416078161875,true
0.9483,0.8015,0.3387,15.332887019907195,false
0.087,0.8028,0.7978,4.145402960891696,false
0.6137,0.2517,0.1466,3.02224520339094,true
0.7576,0.2547,0.5605,26.44322548056279,false
0.9504,0.3873,0.167,18.448812402746924,true
0.267,0.2094,0.0509,13.653555992846778,false
0.7233,0.6388,0.2853,16.411790344933163,true
0.0988,0.769,0.0309,5.7144611166426955,false
0.6958,0.8083,0.0656,6.488296399286712,true
0.9093,0.0232,0.7375,1.4637476054097285,true
0.6664,0.5271,0.4867,1.633949352605565,true
0.546,0.7337,0.7544,5.929856418591146,false
0.9217,0.7454,0.341,10.10469330925851,true
0.6177,0.4902,0.7082,5.073343156506229,true
0.1904,0.3597,0.0281,15.07443104084234,true
0.6101,0.6266,0.4874,1.8645131995195232,true
0.6956,0.025,0.7311,4.739823980017224,true
0.1263,0.8445,0.9154,2.0218238498235444,false
0.7887,0.9058,0.1523,23.266161294556916,false
0.3415,0.559,0.0403,11.669749724380669,true
0.1149,0.5409,0.7857,1.430465620479898,true
0.3482,0.6799,0.0333,9.262740914994835,false
0.8954,0.9737,0.3565,1.543418868116487,true
0.8801,0.2786,0.6902,43.77224759455841,true
0.1798,0.2735,0.1926,11.05629556371876,true
0.8596,0.6165,0.2307,4.275923061928054,true
0.1719,0.5644,0.1334,21.75840239619708,true
0.3972,0.4051,0.0219,2.8863709892679585,true
0.7995,0.116,0.2745,21.01003120287951,true
0.7375,0.7125,0.1491,14.702242012321111,true
0.0653,0.9066,0.9884,8.962059002740496,false
0.5318,0.5371,0.9287,1.4696143214411443,true
0.5023,0.3371,0.3496,2.003709073941175,true
0.5219,0.356,0.9077,5.217404207739975,true
0.2645,0.5665,0.9234,3.8806396566165793,false
0.7307,0.3542,0.7232,1.2324449985302548,true
0.2449,0.0301,0.4936,1.4666780300683986,true
0.27,0.2093,0.0075,3.061790881006129,true
0.4773,0.25,0.4309,10.686700238740633,true
0.6928,0.1348,0.4169,27.112638920657883,false
0.6264,0.1751,0.5894,19.45297471470201,false
0.8851,0.9106,0.7821,13.223558847858977,false
0.0595,0.8037,0.5164,35.163197145106615,true
0.8777,0.8027,0.5213,1.0575976837366112,true
0.208,0.118,0.6046,2.770422955335632,true
0.256,0.574,0.0467,7.3816707361285685,false
0.3456,0.1832,0.1103,25.103317281133698,false
0.5318,0.2797,0.7652,23.219675473284354,false
0.3601,0.0566,0.9937,20.738668476643575,false
0.3533,0.8993,0.4816,1.5449630589513383,true
0.492,0.4663,0.383,16.461099642932997,true
0.5118,0.4672,0.5772,50.653078058838624,true
0.8877,0.5384,0.644,17.867796243604733,false
0.3093,0.3957,0.7264,1.9289966552642908,true
0.7002,0.0976,0.8878,3.822864459030121,false
0.1259,0.7546,0.3931,4.720902552181391,true
0.605,0.963,0.2363,26.708984314886784,true
0.0057,0.7286,0.0639,20.842621484978952,true
0.1865,0.9207,0.9095,2.471931923057472,true
0.7351,0.0701,0.7974,24.215671349472764,false
0.1918,0.9301,0.6405,16.16745061905592,true
0.2108,0.262,0.1456,9.855207542526195,true
0.6845,0.3259,0.017,1.0523228932832038,true
0.9803,0.545,0.1462,7.021662406181339,true
0.3287,0.2292,0.4512,12.158153321534783,false
0.9448,0.07,0.065,3.472934799336826,true
0.4415,0.9877,0.4603,1.4843841909209141,true
0.7208,0.4838,0.2518,3.842026646873673,true
0.7673,0.6582,0.6723,7.085142600219411,true
0.1916,0.6186,0.4868,3.3770413975343523,true
0.7093,0.2844,0.569,41.76254979417363,true
0.3904,0.2026,0.5501,3.167681714509464,true
0.9845,0.3852,0.7185,4.327543240300773,false
0.519,0.2316,0.4761,35.658944036203,false
0.1927,0.7483,0.9126,14.879731724872837,false
0.1524,0.6223,0.7088,2.8179227498821073,true
0.9844,0.6799,0.1527,31.880674144093916,true
0.8454,0.6247,0.5923,2.7373765548304894,true
0.6811,0.0496,0.4824,3.4452621590903743,true
0.3765,0.7874,0.5583,1.5174025129350848,true
0.4103,0.0127,0.8646,1.223848008111358,true
0.2236,0.0896,0.2421,2.351374380574902,true
0.8653,0.1455,0.0381,14.628914274370436,true
0.5583,0.9268,0.1988,1.2373846512436006,true
0.7327,0.1456,0.1734,2.524391389973053,true
0.6624,0.8948,0.1655,42.013878324544635,false
0.6633,0.3895,0.9258,36.92910523887462,true
0.7233,0.0267,0.9337,31.626646217461857,true
0.4949,0.1945,0.5117,51.008893506405094,false
0.094,0.8696,0.4763,24.60623829456579,false
0.4375,0.7891,0.2837,5.248802734370784,true
0.8048,0.4798,0.4511,14.702242012321111,true
0.1403,0.9797,0.0416,2.0258715438680044,true
0.6615,0.9719,0.8705,15.689630242128885,true
0.3893,0.0914,0.3217,7.448405629313134,true
0.2506,0.8403,0.432,5.397846080406289,true
0.734,0.409,0.9247,4.267379761951941,true
0.2779,0.5681,0.4561,27.2485415888011,true
0.9877,0.8045,0.7428,2.9594398187394915,false
0.6312,0.8987,0.974,11.393009892364148,true
0.7037,0.9805,0.4074,15.256413926859159,true
0.1939,0.6718,0.1223,2.789883950038779,true
0.0263,0.2964,0.0035,16.411790344933163,true
0.1384,0.3854,0.8791,46.38610717189712,true
0.9787,0.6564,0.3287,8.020493871740737,true
0.4101,0.5683,0.0555,7.538324933661922,false
